380746.6;0
380746.8;0
380747;0
380747.2;0
380747.4;0
380747.6;0
380747.8;0
380748;0
380748.2;0
380748.4;0
380748.6;0
380748.8;0
380749;0
380749.2;0
380749.4;0
380749.6;0
380749.8;0
380750;0
380750.2;0
380750.4;0
380750.6;0
380750.8;0
380751;0
380751.2;0
380751.4;0
380751.6;0
380751.8;0
380752;0
380752.2;0
380752.4;0
380752.6;0
380752.8;0
380753;0
380753.2;0
380753.4;0
380753.6;0
380753.8;0
380754;0
380754.2;0
380754.4;0
380754.6;0
380754.8;0
380755;0
380755.2;0
380755.4;0
380755.6;0
380755.8;0
380756;0
380756.2;0
380756.4;0
380756.6;0
380756.8;0
380757;0
380757.2;0
380757.4;0
380757.6;0
380757.8;0
380758;0
380758.2;0
380758.4;0
380758.6;0
380758.8;0
380759;0
380759.2;0
380759.4;0
380759.6;0
380759.8;0
380760;0
380760.2;0
380760.4;0
380760.6;0
380760.8;0
380761;0
380761.2;0
380761.4;0
380761.6;0
380761.8;0
380762;0
380762.2;0
380762.4;0
380762.6;0
380762.8;0
380763;0
380763.2;0
380763.4;0
380763.6;0
380763.8;0
380764;0
380764.2;0
380764.4;0
380764.6;0
380764.8;0
380765;0
380765.2;0
380765.4;0
380765.6;0
380765.8;0
380766;0
380766.2;0
380766.4;0
380766.6;0
380766.8;0
380767;0
380767.2;0
380767.4;0
380767.6;0
380767.8;0
380768;0
380768.2;0
380768.4;0
380768.6;0
380768.8;0
380769;0
380769.2;0
380769.4;0
380769.6;0
380769.8;0
380770;0
380770.2;0
380770.4;0
380770.6;0
380770.8;0
380771;0
380771.2;0
380771.4;0
380771.6;0
380771.8;0
380772;0
380772.2;0
380772.4;0
380772.6;0
380772.8;0
380773;0
380773.2;0
380773.4;0
380773.6;0
380773.8;0
380774;0
380774.2;0
380774.4;0
380774.6;0
380774.8;0
380775;0
380775.2;0
380775.4;0
380775.6;0
380775.8;0
380776;0
380776.2;0
380776.4;0
380776.6;0
380776.8;0
380777;0
380777.2;0
380777.4;0
380777.6;0
380777.8;0
380778;0
380778.2;0
380778.4;0
380778.6;0
380778.8;0
380779;0
380779.2;0
380779.4;0
380779.6;0
380779.8;0
380780;0
380780.2;0
380780.4;0
380780.6;0
380780.8;0
380781;0
380781.2;0
380781.4;0
380781.6;0
380781.8;0
380782;0
380782.2;0
380782.4;0
380782.6;0
380782.8;0
380783;0
380783.2;0
380783.4;0
380783.6;0
380783.8;0
380784;0
380784.2;0
380784.4;0
380784.6;0
380784.8;0
380785;0
380785.2;0
380785.4;0
380785.6;0
380785.8;0
380786;0
380786.2;0
380786.4;0
380786.6;0
380786.8;0
